,target,Subject,Precedence,Recievers_count,Sub_Unsub_link,Replied_mail,Content_type_html,Content_type_plain,Full_content,content_char,sub_char
3162,0,wear sunscreen,0,0.0,1,0,0,1,eliza think halv singl genius propos constitut amend guarante everi citizen matter humbl crazi incompet deform somehow given membership famili covert xenophob crafti one public servant form fuck depress book must read seven eight time joe daisi barrera left behind bar row bishop head jar bomb insid car spectacular spectacular http xent com mailman listinfo fork tom,0.01474765129997815,0.0019138755980861245
3163,0,electr car edsel,0,0.02702702702702703,1,1,0,1,person think american ever go electr much testosteron link auto male primari form compes thing see job femanist teach women fall fast environment destuct vehicl rewrit genom drove portland woodburn dragstrip check nedra nation electr car motorcycl dragster great time end pic nice deep burn john waylan interview wire year back pull second run quarter mile mph batteri pack broken yet expect break record next year top sec mph run coupl year ago shoot second run john also took replica oldsmobil respect mph run rememb start electr car near end day kilacycl took track amaz mph run talk crotch rocket ross saturday august adam l beberg,0.028675988638846406,0.00328092959671907
3164,0,quick php advic need,0,0.0,1,1,0,1,sorri got much rpm packag direct build page get bigger bigger quit messi directori list particular order http freshrpm net build need last modif date directori display next directori name sort like mplayer thu aug list order recent entri top php programm list love help must quit simpl get system mtime directori order scare bit attach current code pleas keep mind programm usual explain lot could tri open directori filelist popen ls r give filenam directori sort mod time open filenam read filemtim get mod time daniel rpm list mail list http list freshrpm net mailman listinfo rpm list hu matthia saou,0.027201223508848592,0.003691045796308954
3165,0,use perl stori,0,0.02702702702702703,0,0,0,0,blank,0.00010924186148131964,0.004511278195488721
3166,1,blank,1,0.02702702702702703,0,0,0,0,blank,0.00010924186148131964,0.0005468215994531784
3167,0,ilug fat undelet linux,0,0.0,0,0,0,1,blank,0.00010924186148131964,0.004101161995898838
3168,0,sylphe claw,0,0.02702702702702703,1,1,0,1,build origin sourc mention one drawback chang pspell aspel appar requir aspel even rawhid spell check disabl take decis oop see webpag get updat saw new claw check site forgot half day post beat build recent aspel packag may upgrad ungrat next red hat linux releas final version limbo null beta mayb realli desir probabl test see oh yeah follow thread sylphe claw list interest stuff might stick w aspel get updat red hat jess keat j solut net mondo devteam www mondorescu org help let other mon sep matthia saou,0.02408783045663098,0.0019138755980861245
3169,0,sell wed bliss ouch,0,0.0,1,1,0,1,linear greater number sexual partner order x monolith homogen communiti know claim gay peopl hyperpromiscu worth would claim consider promiscu averag averag het utter unscientif unsubstati claim typic male would like consider promisc averag femal ay rub pray forget kleenex look differ reproduct strategi due basic hardwar differ sexual dimorph happen go past first three four page hyster propaganda googl might actual run real studi anyon game work well pretend k utter shite get better better know k utter shite feel number right yes deep insid way overpost today find entir exchang hee lay rious cest mon sep luca gonz,0.02785667467773651,0.005604921394395078
3170,1,remov univers school purchas order welcom credit approv requir pay check c purchas order net day accept major credit card new hp seri color cartridg stock cartridg price,1,0.02702702702702703,0,0,1,0,gt toner supplieslas printer comput suppli save retail price laser printer toner cartridg copier fax cartridg check great price receiv email error pleas repli gtts cabl net co,0.006609132619619838,0.03472317156527682
3171,0,ilug ad email distribut list,0,0.02702702702702703,0,0,0,1,blank,0.00010924186148131964,0.007518796992481203
3172,0,void new low person tip,0,0.02702702702702703,1,0,0,1,last full time job sexual harass seminar pretti clear yes relationship offic extrem difficult pitfal horrend sort thing limit experi increas thing past one person know found worth risk pursu relationship someon workplac terribl think could litig way extinct elia owen byrn,0.01220777802053747,0.0054682159945317835
3173,1,pay anoth month bill read thisdgsrw,1,0.0,0,0,1,0,home mortgag network home america liber lender interest rate still time low great time refin home consol idat bill high interest credit card debt get cash need homeown usa easili qual ifi damag credit never problem special program everi type credit histori upfront fee hidden fee get cash fast home improv nd mortgag refin credit repair colleg tuition debt consolid dream vacat new busi purpos work nation top lender r e hungri busi get best loan meet nee ds servic free oblig appli easi enter herefor quot today p search best offer research get superior result email brought tmc abneg futur notic pleas enter,0.026163425824776054,0.007518796992481203
3174,1,toner inkjet cartridg less noaz,1,0.0,0,0,1,0,tremend save toner inkjet fax thermal replenish toner go secret weapon lower cost high qualiti low cost printer suppli printer replenish busi sinc pride rapid respons outstand custom servic sell compat replac epson canon hewlett packard xerox okidata brother lexmark product meet often exceed origin manufactur specif check price epson stylus color inkjet cartridg epson,0.01485689316145947,0.0062884483937115515
3175,0,live memori,0,0.02702702702702703,1,0,0,1,begin pgp sign messag,0.0006281407035175878,0.002323991797676008
3176,1,lender compet mortgag ivx,1,0.0,0,0,0,1,blank,0.00010924186148131964,0.005741626794258373
3177,1,market internet access invest need,1,0.0,0,0,0,1,market internet access invest need premium internet access per month less earn per subscrib per month go,0.0034411186366615685,0.006151742993848257
3178,0,wrong razor server,0,0.0,1,1,0,1,point plan releas detail inform tes stop engag idl specul desir second guess vipul howev much missiv may appear otherwis question hard work develop put system howev seem everi request inform met silenc plan releas detail tes releas razor point razor backend special tes close cheer vipul vipul ved prakash futur softwar design artist wide distribut http vipul net william gibson sf net email sponsor wed aug pm patrick,0.01928118855145292,0.0054682159945317835
3179,1,joke day,1,0.02702702702702703,0,0,1,0,unsubscrib pleas send blank mail unsub fiona free com,0.0017205593183307842,0.002323991797676008
3180,0,pango problem,0,0.02702702702702703,1,0,0,1,upon time julian wrote one thing need understand gnome simplifi lot thing configur option peopl found use still avail gconf learn love gconf editor metac sloppi focus desktop prefer window focus actual gui delay rais whether rais set gconf editor app metac general auto rais auto rais delay well stand correct thing use gconf editor yet exact fear old good memori come back look exact like gnome regedit oh well still hope miss featur still look ad next x releas like exampl abl panel alway window know realli interest like appl implement gconf file bog standard xml feel tempt edit hand possibl use standardis configur tool matthia saou,0.029659165392178284,0.0019138755980861245
3181,0,add servic port,0,0.02702702702702703,1,1,0,1,upon time chris wrote bring thing back topic practic rpmbuild n skillz made rpm simpl softwar tool drive dvd rw burner gui frontend work fine command line even use burn bootabl dvd version red hat ftp peopl redhat com ckloiber dvd rw tool src rpm nice dvdrecord packag alreadi includ one ask got friend imac run yellowdog linux basic red hat linux ppc one newer version dvd burner interest use drive burn dvds full cds movi full file xmame also bootabl dvd red hat linux would great still burn cds even sinc alway instal network found easi way purchas english box set spain matthia done bero sure whether work dvd rw drive believ support dvd r would nice unifi tool dvd cd burn alreadi cd burn dvdrecord sinc recent regard michel yahoo everyth ever need one web page news sport email music chart http uk yahoo com rpm list mail list http list freshrpm net mailman listinfo rpm list bst matthia saou,0.037988857330128904,0.0035543403964456597
3182,0,ouch,0,0.0,1,1,0,1,seem know poor man divorc know littl general hope excus old term time divorc difficult walk easi ident lock today everi widow dead husband yeah could alway run away strangl wife wife could alway poison scoobi doobi doo rule feel like desintegr nitpick orgi win see lack innov tell us anyth except happen eugen leitl life common yeah happen live small hole root old oak tree innov global phenomenon observ rate chang increas data might persuad us see tell other see gerontocraci favor gerontocraci would thought gerontocraci favor biotech research plenti young worker pay tax thought appar favour lot whine good old time inabl youngn pay pension health insur generic influx uncouth furrin must stop somehow note fertil rate result decis made old young uh kinda awar want kid convinc peopl twenti becom parent talk got plan cest fri sep russel turpin,0.041020318986235524,0.0010936431989063567
3183,0,sadev phew,1,0.0,0,1,0,0,blank,0.00010924186148131964,0.0017771701982228297
3184,0,gaim offici rpm repositori,0,0.02702702702702703,1,0,0,1,gaim offici apt rpm repositori gaim rpm http gaim sourceforg net apt redhat en releas rpm src http gaim sourceforg net apt redhat en releas thought post one fell bye che rpm list mail list http list freshrpm net mailman listinfo rpm list,0.007728861699803365,0.0038277511961722485
3185,1,new page,0,0.0,1,0,0,1,eti come see beauti sweet year old girl bare http freexmovi net mypic remov,0.002676425606292331,0.0010936431989063567
3186,1,take action immedi miss multi part messag mime format mimeboundari,0,0.02702702702702703,0,0,1,0,claim free satellit tv system attent valu custom claim free system call congratul select receiv free receiv dish satellit entertain system risk free click schedul free instal valu special limit time offer hidden cost order today receiv month program free hurri offer expir friday juli th,0.011497705920908891,0.01585782638414217
3187,0,iwt ban riaa access network,0,0.02702702702702703,1,0,0,1,http www informationwav net news riaa php http xent com mailman listinfo fork beauti let inform war begin wait see evolv perhap riaa seek legisl prevent other prevent access network see would work though yes interest quit sad time elia r hettinga,0.010186803583133057,0.0054682159945317835
3188,0,new ibook powerbook,1,0.02702702702702703,0,0,0,1,think get new mac good reason though tri wait one new ibook rumor next spring new powerbook next month new model come said stop think said realli bad idea geez stop even even cooler monitor,0.009695215206467118,0.0034176349965823645
3189,0,razor user razor sendmail,0,0.0,1,1,0,1,sendmail compil milter support add smrazor easili use without problem other list mention well http www sapro com smrazor fork exec perl interpret everi incom mail reckon mailer vuler dos attack without much effort real question bst aug bort paul,0.010487218702206685,0.004511278195488721
3190,1,privat,1,0.0,0,0,0,1,base ls tls tls tls tls tls tls tls tls tls tls tls tls nclroaxmgbwvzc fnzsb yxmgc vudcbiesbfehbyzxnzierpcmvjdcbfbwfpbcbcbgfzdgvyifi ljesia kew ignh bibkb dubg hzcbpdcbmcm toibodhrwoi vd lmzhc ridwxrzw hawwuy tia krxhw cmvzcybeaxjli qgrw hawwgqmxhc rlcibpcybhihbvd vyznvsigvtywlsig hcmtldglu zyb b sisenc tls tls tls tls tls tls tls tls tls tls tls tls ncg kdqpe zwfyihnpci tywrhbq kdqpxaxroigdvb qgcmvjb tzw kyxrpb sssagzgvjawrlzcb bybjb ywn ihlvd nckkgyw gufjjtknfierbvkleicbtqvzjtujjlcb agugc uig iepptkftifnbvklnqkkglhrozsbszwfkzxigb ygdghldqpvtkluqsbyzwjlbcbpbibbtkdp teesihdobyagd fzigtpbgxlzcbpbibmzwjydwfyesbiesb agugdhjvb agbg ywwgdg n cnrozsbnb zlcm tzw ic bznrlciboaxmgznvuzxjhbcagyw kigj cmlhbcx zsboywqg ysbmyw pbhkgbwvldgluzybhbmqncnjlc sdmvkihrvigludmvzdcb agugbw uzxkgagug bgvmdcagymvoaw kigluihlvdxigi bnryeswgagvuy ugdghpcw kbgv dgvyihrvihlv ds izsbszwz ihrozsbzdw gb ygjdgwig pbgxpb gihvzigrvbgxhcnmgaw gy fzacwg hpi ggd fzdqphihbyb nlzwqgznjvbsb agugc fszsbvzibkawftb kcyx agljacb yxmgihvuzgvyighpcybjb cm slg kdqpib dldmvylhrozsblbnrpcmugigrldmvsb bt zw ig hzgugdxmgdg gzmxlzsbbtkdpteegdg gsk iqu fu jvukcsu vvegnckfgukld qswgzm yigzlyxigb ygigjlaw nigtpbgxlzc nclrozsbhbw bnqgb ygjdgwig pbgxp b gihvuaxrlzcbzdgf zxmgzg sbgfycybpbibjyxnoiglzihbyzxnlbnrsesbpbibvdxin cnbvc nlc npb sigfuzcbjihdvdwxkihdhbnqgaxqgihrvigjligludmvzdgvkigluihlv dxigi bnryesxkdwugdg gdghldqpzdgfiawxpdhkgb ygew cibli ub llrozsbt b lesbpcyagchjlc vudgx ihdpdgggyw gzw lcmdlbmn dqpkaxbsb hdgljihn vy axr ignvdxjpzxigi tcgfuesx agljacbtesbtb rozxigyw kiekgahvycmllzgx ihvz zwqgdg gbw zsb aguncmnhcmdvig dcbmcm tig cibjb vudhj ihrvifnpvvriiefg ukldq xzsagcmvnaxn zxjlzcbpdcb bmrlcibhihn vyaxr dqpjb rlihdpdgggbm g bmftzswgyw kihdhcybyzwdpc rlcmvkigfzicbjb ywluaw nihbob rvz jhcghpyybw yxblcg kbwf zxjpywwudqonck ig vdghlcibhbmqgssboyxzlihjlc sdmvkihrvigdp dmugew icaxnsugb ygdghlihrvdgfsihn bsbmb igew cibhc npc rhbmnligludqpn zxr aw nihroaxmgznvuzhmgdhjhbnnmzxjyzwqgdg gihlvdxigcmvsawfibgugi tcgfu esdzigfji bnqgaw gew cg ky bnryesxmb igaw zxn bwvudc xzsboyxzligvx dwfsbhkgihjlc sdmvkihrvihnwzw kihrozsbyzxn ig mig cg kbgl zxmgaw gew cibjb vudhj lllvdsboyxzlihrvicbtywtlihryyxzlbgluzybhcnjhbmdlbwvuda kb yg taw nihrvieppseforvncvvjhlfnpvvriiefgukldqsxpbw lzglhdgvsesb byagbwvl dcb axroig ligzhi ugdg ncmzhi ugyw kihnlzsb agugznvuzhmgcgh c ljywxsesx agvuighhdmugaxqgdhjhbnnmzxjyzwqgihrvihlvdxincmfji bnquqwz zxj agljacbi b roig mihvzihdvdwxkihryyxzlbcb b dldghlcib byb b vyignvdw cnkgzm ydqpz agfyaw nigfuzcbpbw lzglhdgugaw zxn bwvudcx agvuig igzhbwlsesb awxsigpv aw gbwugbgf zxiudqonckfzihdligf ywl ihlvdxigdxjnzw icbyzxbseswgc ryawn bhkgdghyb vnacbtesbllw hawwgzgf c f qg ha rvb iuy tig ydqogzgf awrzyxzp bwjpqg ha rvb iuy ticbvcibtesbwcml yxrlihbob lig bwjlciarodgyidegnjq njg mji liagew cg kywjzb x dgugdhj c qgyw kignvbmzpzgvudglhbgl esbpcybo awdobhkgc sawnpdgvkihrvihnlcnzlihvzigjldhrlci ncg kqmvzdcbyzwdhcmqnclb su drsbeqvzjrcbtqvzjtujjicagia nextpart b e b b ch standard time,0.08179484378413808,0.0009569377990430621
3191,1,prefer non smoker rate smoker,1,0.0,0,0,1,0,prefer non smoker rate smoker case studi male face good health cigarett day,0.002376010487218702,0.005194805194805195
3192,0,web subscript spamassassin packag,0,0.02702702702702703,1,1,0,1,eh reason caus troubl seem like good idea everi time someon submit bug get respons say messag held moder implicit messag destin someth like annoy user annoy justin never actual got around accept messag duncan findlay sf net email sponsor thinkgeek welcom geek heaven http thinkgeek com sf spamassassin devel mail list spamassassin devel list sourceforg net https list sourceforg net list listinfo spamassassin devel,0.01581275944942102,0.005604921394395078
3193,1,domain registr save,1,0.0,0,0,0,1,public,0.00013655232685164955,0.003691045796308954
3194,1,live sex show live sex showswet hot horni girl wait hottest live sex show click enter click see show unsubscrib mail list pleas repli email word remov subject line deathtospamdeathtospamdeathtospam sf net email sponsor thinkgeek welcom geek heaven http thinkgeek com sf spamassassin sight mail list spamassassin sight list sourceforg net https list sourceforg net list listinfo spamassassin sight,0,0.02702702702702703,0,0,1,0,blank,0.00010924186148131964,0.08776486671223513
3195,0,aa meet hottest place meet women big buck wed sep r hettinga,0,0.0,1,1,0,1,aa meet hottest place meet women big buck alway take page fight club start show sort support group look marla jack jack parasit take blood parasit marla want brain parasit open anoth dryer thing pg jack okay take blood parasit take organ brain dementia marla want jack whole brain marla far four two jack well take blood parasit three marla three six seventh day want ascend bowel cancer jack want ascend bowel cancer marla favorit tri slip huh jack split get first third sunday month marla deal less obscur haiku buy puppi ro chick magnet master ventriloqu gg origin messag,0.025890321171072754,0.012850307587149692
3196,1,govern grant,1,0.0,0,0,1,0,mayb think imposs get free money let tell imposs fact ordinari peopl busi across unit state receiv million dollar govern privat foundat everyday appli anyon appli grant year old grant possibl grant paid back ever claim slice free american pie money loan tri get money convent bank time consum requir lot paperwork find deni govern agenc oper stringent requir bank decid much money need long law amount meet govern agenc criteria money keep never repaid money non taxabl interest free none program requir credit check collater secur deposit co signer appli even bankruptci bad credit matter tax payer u citizen entitl money current feder program state program privat foundat scholarship program avail year billion dollar free person busi govern grant money given away govern grant agenc govern person busi grant,0.03864430849901682,0.0046479835953520164
3197,1,hottest babe yaek,1,0.0,0,0,1,0,base mzu nhrqvfiwltm nuzla znjkyyun qjutndq cgvsmzancjxodg spjxi b r igxpbm zgrkywmcb bgluaz jrkzgrjawigfsaw rpsngrkzgmdag dgv dd jrkzgrjawigjni sb izawmdawmd gphrhymxligjvcmrlcknv bg ypsmwmdawmdagd lkdgg njawigfsawdupwnlbnrlcibiz nvbg ypsm njk mzmgym yzgvyptm phrypjx zcbhbglnbj tawrkbgu pgzvbnqgzmfj zt bcmlhbcxizwx zxrpi esc fuci zzxjpzj yni idxmb ignvbg pxdoaxrlihnpemu kzm pgegahjlzj odhrwoi vd lnh eg hdgnolm l dc zxriaxrzl luzgv lmh bt xzxriaxrzpc hpjwvzm udd l zvbnq pgegahjlzj odhrwoi vd lnh eg hdgnolm ldc zxriaxrzl luzgv lmh bt gpc hpjxwpjxmb igzhi u qxjpywwssgvsdmv awnhlhnhbnmt c vyawygi sb zmzmywmcbzaxplptm pgi iedvbgrlbibtag zxig rxh cmf ywdhbnphpc ipjwvzm udd zm udcbmywnlpufyawfslehlbhzl dgljysxzyw zlxnlcmlmpjxicj gpgegahjlzj odhrwoi vd lnh eg h dgnolm ldc zxriaxrzl luzgv lmh bt gpgzvbnqgi sb ewvsbg ihnpemu kzi ru urvihpc mb pjwvyt l idx ywjszsb awr ad mdagywxpz vudgvypjx cj dgqgywxpz bwlkzgxlpjxmb ignv bg ypxdoaxrlihnpemu kzm vw izwxpzxzhymxlifnlecbbi rzitwvzm u dd yni idxhighyzwi ahr cdovl dy ehhtyxrjac uzxqvd v yml cy pbmrlec odg idxmb ignvbg ypxllbgxvdybzaxplpss plnozsbd yw gugvliefsbcbeyxk l zvbnq pc hpjxicj gpgzvbnqgi sb ymxh sgc l zt rmj db nrignyyxzpbmcgdgvlbnmgc f axjtigfyb vuzcbj b zlcmvkigluihblzsb axroigegdghyb jiaw nignvi sgynvyawvkihrv ihrozsboawx libtbglwcgvyesbhbmfsihdob jlcybnzxr aw nihdldc yni idxmb ihnpemu kzmgzwxsb c u byzwfkicdlbsa l zvbnq pc b pia zm udcbjb xvcj zwxsb cgc l zt rmz qzwu l zvbnq pgzv bnqgi sb ymxhi sgc l zt rmj zm udcbjb xvcj zwxsb cgc l zt rmz naxjsitwvzm udd yni idxhighyzwi ahr cdovl dy ehht yxrjac uzxqvd v yml cy pbmrlec odg idxmb ignvbg ypxllbgxv dybzaxplpss pkvudgvyitwvzm udd l e pc mb pjwvdgq pc cj g pc ywjszt gphrhymxlihdpzhroptuwmcbhbglnbj jzw zxi phrypjx zcbhbglnbj tawrkbgu pgzvbnqgi sb hpdgugc l zt rmt tzxgg jhemvkihblzwdpcmxzihjpzgugi jaybhbgwgzgf ihdoawxlihbpc np bmcgzm bnrhaw zig uihrozwlyihbhcnruzxjzlibqzwvnaxjscyb agf ignhbid igdldcblbm z ggi vtlcbzdwnraw nig mzibkawnrigfmdgvi igrpi suiehvcm ihnsdxrzihnwcmvhzgluzyb agvtigzvcibldmvyesbu b sierpi sgyw kienvi sgdg gy tzsbpbiegpc mb pjwvdgq pc cj gpc ywjszt gphrhymxligjvcmrlcknvbg ypwjsywnrigjvcmrlcknv bg yrgfyaz ibgfjaybhbglnbj jzw zxigym yzgvyq sb jmawdodd zwqgym yzgvypti phrypjx zcbhbglnbj tawrkbgugd lkdgg mjawpia ysbocmvmpwh dha ly cuehh bwf gubmv l dldgjpdhmvaw kzxgu ahrtpia zm udcbjb xvcj zwxsb cgc l zt rmt vbhryy iyxjki zsbbi rpb gpc mb pjwvyt l rkpjx zcbhbglnbj tawrkbgugd lk dgg mjawpia ysbocmvmpwh dha ly cuehh bwf gubmv l dldgjp dhmvaw kzxguahrtpia zm udcbjb xvcj zwxsb cgc l zt rmt uzwvu ywdlifblzwdpcmxzidwvzm udd l e pc zd dgqgywxpz bwlkzgxl ihdpzhroptiwmd gpgegahjlzj odhrwoi vd lnh eg hdgnolm ldc zxriaxrzl luzgv lmh bt gpgzvbnqgi sb ewvsbg ihnpemu kze v lszcbqzwugugfydgllcya l zvbnq pc hpjwvdgq pc cj dhi phrk igfsawdupw pzgrszsb awr ad ymda idxhighyzwi ahr cdovl dy ehhtyxrjac uzxqvd v yml cy pbmrlec odg idxmb ignvbg ypxll bgxvdybzaxplpssxpkjpemfycmugvmlkzw zidwvzm udd l e pc zd dgqgywxpz bwlkzgxlihdpzhroptiwmd gpgegahjlzj odhrwoi vd lnh eg hdgnolm ldc zxriaxrzl luzgv lmh bt gpgzvbnqgi sb ewvsbg ihnpemu kze swxszwdhbcbbi rpb gpc mb pjwvyt l rk pjx zcbhbglnbj tawrkbgugd lkdgg mjawpia ysbocmvmpwh dha ly cuehh bwf gubmv l dldgjpdhmvaw kzxguahrtpia zm udcbjb xv cj zwxsb cgc l zt rmt iawrkzw gugvlienhbxmgpc mb pjwvyt l rkpjwvdhi idwvdgfibgu pha pgjypia ysbocmvmpwh dha ly cu ehh bwf gubmv l dldgjpdhmvaw kzxguahrtpia zm udcbjb xvcj zwxsb cgc l zt rmz fbnrlcibxzxriaxrzpc mb pjwvyt yni pgji piambmjzcd l zvbnq pc zd l rypia l rhymxlpjwvym ket l h bww dqo nde wlrrstatnjayb pubzk mdr txzjmc mtz tktinjqynef wum ltq nfvvi uxmzu vlqjitbdu,0.10050251256281406,0.003691045796308954
3198,0,ilug hwclock,0,0.02702702702702703,0,1,0,1,net howev realis window alter hw clock mention doc read still dual boot regular basi window sneakili mess clock interest know way couild stop experi window chang hardwar clock first time boot clock gone forward back hour happen twice year stop check switch clock back hour within window reboot gmt window timezon ntp big afaik program mess clock put ntp calcul drift etc mayb appli chroni use window chang move forward hour shift back hour mayb ntp relat ok depend remain digit time precis left unchang probabl exact michael conri ph,0.02799322700458816,0.0019138755980861245
3199,0,internet defam suit end defens verdict,0,0.02702702702702703,1,0,0,1,edt,5.462093074065981e-05,0.00683526999316473
3200,0,ilug cobalt question,0,0.02702702702702703,0,1,0,1,instal redhat raq disk fscked get kernel boot vmlinuz boot insist pull kernel somewher els old cobalt kernel http www gurulab com rgh cobalt howto index html cobalt system neat firmwar boot code read ext filesystem find kernel put exact expect ala follow howto seem work could use ext rootf though kate irish linux user,0.014228752457941883,0.0030075187969924814
3201,0,ilug c problem summari,0,0.02702702702702703,0,0,0,1,blank,0.00010924186148131964,0.0054682159945317835
3202,0,critic breast cancer gene identifi,1,0.02702702702702703,0,0,0,1,newli identifi gene implic mani breast lung cancer new treatment thousand may result,0.00300415119073629,0.005194805194805195
3203,0,ilug,0,0.0,0,1,0,1,blank,0.00010924186148131964,0.0008202323991797675
3204,1,debt aver program skyxtgm,1,0.0,0,0,1,0,copyright right reservedif would longer like us contact feel havereceiv email error pleas click unsubscrib,0.004260432597771466,0.004101161995898838
3205,1,congrat free airlin ticket,1,0.02702702702702703,0,0,1,0,blank,0.00010924186148131964,0.0062884483937115515
3206,0,asteroid anyon,0,0.0,1,0,0,1,ead spread bbc fud best go straight hors,0.0017205593183307842,0.002460697197539303
3207,0,hanson sept messag nation review,0,0.02702702702702703,1,1,0,1,heh ten year ago say exact word definit parrot parti line even less thirti year ago stori remain take leav said word white supremacist suburban leftist punk homey french irish etc etc agre anyth say oblig defend death right say give rat ass say even franc care polit pendulum swung current chuck laugh rumsfield yesterday heckl protestor said someth like iraq meanwhil could tell protestor arrest owen tri shoutdown speaker loud rowdi someon els tri speak vernacular get face rude disrespect persist get someon face assault crimin offens peopl someth say say sign get venu someth els chew protest interest chang anyon mind rumsfield say like chang someon mind rude disrespect win friend influenc peopl either folk social misfit understand human interact els would tri construct mean get messag across get rock regardless affect peopl immor best downright evil worst bill chuck murcko,0.044133712038453135,0.006425153793574846
3208,0,moment silenc first amend fwd,0,0.0,1,1,0,1,mf origin messag mf hello mr monday septemb pm,0.001474765129997815,0.007655502392344497
3209,0,satalk highest score fals posit,0,0.0,1,1,0,0,craig r hugh,0.00035503604981428885,0.005331510594668489
3210,0,blank,0,0.0,1,0,0,1,http beast gtk org reali nasti shortag sequenc actual like run main box irix probabl tri tackl rule,0.004670089578326414,0.0005468215994531784
3211,0,man die whale land boat,0,0.02702702702702703,1,0,0,0,blank,0.00010924186148131964,0.0042378673957621325
3212,0,giant otter statu built,1,0.02702702702702703,0,0,0,1,guy,5.462093074065981e-05,0.004101161995898838
3213,0,add servic port,0,0.02702702702702703,1,1,0,1,upon time chris wrote bring thing back topic practic rpmbuild n skillz made rpm simpl softwar tool drive dvd rw burner gui frontend work fine command line even use burn bootabl dvd version red hat ftp peopl redhat com ckloiber dvd rw tool src rpm nice dvdrecord packag alreadi includ one ask got friend imac run yellowdog linux basic red hat linux ppc one newer version dvd burner interest use drive burn dvds full cds movi full file xmame also bootabl dvd red hat linux would great still burn cds even sinc alway instal network found easi way purchas english box set spain matthia matthia saou world trade center edificio nort planta system network engin barcelona spain electron group interact phone rpm list mail list http list freshrpm net mailman listinfo rpm list,0.031297793314398074,0.0035543403964456597
3214,0,satalk highest score fals posit,0,0.02702702702702703,1,1,0,1,justin shore pm justin mason,0.0008193139611098972,0.005331510594668489
3215,1,shipment status,1,0.02702702702702703,0,0,1,0,free liz claiborn fragranc fall congratul jm netnoteinc com dear jm netnoteinc com select receiv bottl liz claiborn fragranc free perfect wear occass liz claiborn reg light floral fragranc hint fresh citrus mandarin love fall season click send refresh scent right bottl hand know last long guarante good fortun click claim bottl liz claiborn fragranc jm netnoteinc com act click one time chanc sincer shannon jone p pleas feel free forward great offer friend special store thank yougift great product amaz price guarante first qualiti satisfact guarante money back visit thank yougift get bargain visit milesourc com get mile onlin complet free oblig program reward member thing alreadi get free movi ticket free video free gift even free airlin ticket research read news catch sport shop even play game visit milesourc com offer base custom satisfact yourfreepres reserv right cancel offer time quantiti run handl charg appli item merchandis offer base first come first serv offer valid state california washington receiv mail member sendgreatoff com subscrib jm netnoteinc com unsubscrib click http admanmail com subscript asp em jm netnoteinc com l sgo repli email remov subject line must also includ bodi messag unsubscrib correspond product servic direct compani ad em jm netnoteinc com em,0.05434782608695652,0.002050580997949419
3216,0,quicki lot em someth everyon,1,0.02702702702702703,0,0,0,1,pear hfb evil toilet good thing josh never met also found amus line use work could use like,0.004915883766659384,0.006971975393028024
3217,0,polici,0,0.0,1,1,0,1,sorri gang flip switch post address match subscript address instruct robot forkpost behalf get held silent kragen review rare warn let see work week didnt even need visit woohoo prove threat presenc get action hour think offend busi bask glow spam free fork adam l duncan beberg http www mithral com beberg beberg mithral com http xent com mailman listinfo fork pdt mon aug rohit khare,0.016795936202752895,0.0008202323991797675
3218,1,fork hgh request,0,0.02702702702702703,0,0,1,0,hello fork voycomp com seen nbc cbs cnn even oprah health discoveri actual revers age burn fat without diet exercis proven discoveri even report new england journal medicin forget age diet forev guarante click would like lose weight sleep diet hunger pain crave strenuous exercis chang life forev bodi fat loss improv wrinkl reduct improv energi level improv muscl strength improv sexual potenc improv emot stabil improv memori improv guarante receiv email subscrib opt america mail list remov relat maillist click http xent com mailman listinfo fork,0.022230718811448547,0.0030075187969924814
3219,0,work mark curseen,0,0.02702702702702703,1,1,0,1,ted code everybodi list archiv ted case anyon want futur cool vote ad cvs object hal exmh worker mail list exmh worker redhat com https listman redhat com mailman listinfo exmh worker mon sep ted ted cabeen,0.007947345422766004,0.0031442241968557758
3220,1,internet para,1,0.02702702702702703,0,0,0,0,blank,0.00010924186148131964,0.0021872863978127134
3221,0,bad focus click behaviour,0,0.02702702702702703,1,1,0,1,never understood mous buffer oper exmh either behaviour exmh xemac window termin window also gnome run enlighten wm select text exmh window highlight past anyth els select click highlight past recent select text exmh old select select xemac leav highlight past exmh sedit window longer highlight past old select live behaviour except one addit thing noth highlight past exmh differ past window specif get past noth,0.022012235088485908,0.0035543403964456597
3222,0,ilug newbi seek advic suse,0,0.0,0,0,0,1,blank,0.00010924186148131964,0.0050580997949419
3223,0,gecko adhes final suss via robot wisdom mayb uc folk know peopl http www eurekalert org pub releas lcc sph php work lewi clark colleg univers california berkeley univers california santa barbara stanford univers interdisciplinari gecko adhes final suss,0,0.0,1,1,0,1,great half need becom spider man need figur spider web shoot thing jim origin messag,0.004069259340179156,0.05085440874914558
3224,0,mime inform request last chang feb,0,0.0,1,1,0,0,uw email robot,0.00035503604981428885,0.00833902939166097
3225,0,gentoo releas,0,0.02702702702702703,1,1,0,1,hi matthia major releas support sgi fam technolog requir current chang spec dep fam compil fam h fam evel requir regard germani matthia rpm list mail list http list freshrpm net mailman listinfo rpm list,0.007783482630544024,0.0035543403964456597
3226,0,,1,0.02702702702702703,0,0,0,1,blank,0.00010924186148131964,0.0
